date,experiment,round,assay,plate,condition,control,strain,row,col,trait,phenotype
20180320,chrX_nils,NA,NA,1,water,None,ECA929,E,8,median.TOF,210.5
20180320,chrX_nils,NA,NA,1,water,None,ECA929,E,9,median.TOF,230
20180320,chrX_nils,NA,NA,1,water,None,N2,F,1,median.TOF,213.5
20180320,chrX_nils,NA,NA,1,water,None,ECA929,F,10,median.TOF,216
20180320,chrX_nils,NA,NA,1,water,None,ECA931,F,11,median.TOF,214
20180320,chrX_nils,NA,NA,1,water,None,ECA931,F,12,median.TOF,222.5
20180320,chrX_nils,NA,NA,1,water,None,N2,F,2,median.TOF,215
20180320,chrX_nils,NA,NA,1,water,None,CB4856,F,3,median.TOF,220
20180320,chrX_nils,NA,NA,1,water,None,CB4856,F,4,median.TOF,246
20180320,chrX_nils,NA,NA,1,water,None,ECA828,F,5,median.TOF,253
20180320,chrX_nils,NA,NA,1,water,None,ECA828,F,6,median.TOF,237
20180320,chrX_nils,NA,NA,1,water,None,ECA828,F,7,median.TOF,246
20180320,chrX_nils,NA,NA,1,water,None,ECA929,F,8,median.TOF,244
20180320,chrX_nils,NA,NA,1,water,None,ECA929,F,9,median.TOF,223
20180320,chrX_nils,NA,NA,1,water,None,N2,G,1,median.TOF,256
20180320,chrX_nils,NA,NA,1,water,None,ECA929,G,10,median.TOF,221
20180320,chrX_nils,NA,NA,1,water,None,ECA931,G,11,median.TOF,206.5
20180320,chrX_nils,NA,NA,1,water,None,ECA931,G,12,median.TOF,239
20180320,chrX_nils,NA,NA,1,water,None,N2,G,2,median.TOF,217
20180320,chrX_nils,NA,NA,1,water,None,CB4856,G,3,median.TOF,235
20180320,chrX_nils,NA,NA,1,water,None,CB4856,G,4,median.TOF,227
20180320,chrX_nils,NA,NA,1,water,None,ECA828,G,5,median.TOF,230
20180320,chrX_nils,NA,NA,1,water,None,ECA828,G,6,median.TOF,237
20180320,chrX_nils,NA,NA,1,water,None,ECA828,G,7,median.TOF,248
20180320,chrX_nils,NA,NA,1,water,None,ECA929,G,8,median.TOF,240
20180320,chrX_nils,NA,NA,1,water,None,ECA929,G,9,median.TOF,205
20180320,chrX_nils,NA,NA,1,water,None,N2,H,1,median.TOF,224
20180320,chrX_nils,NA,NA,1,water,None,ECA931,H,11,median.TOF,213
20180320,chrX_nils,NA,NA,1,water,None,CB4856,H,3,median.TOF,204
20180320,chrX_nils,NA,NA,1,water,None,ECA828,H,5,median.TOF,233
20180320,chrX_nils,NA,NA,1,water,None,ECA828,H,6,median.TOF,221
20180320,chrX_nils,NA,NA,1,water,None,ECA929,H,8,median.TOF,216
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,A,10,median.TOF,147
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,A,11,median.TOF,151
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,A,12,median.TOF,151
20180320,chrX_nils,NA,NA,2,zinc,water,N2,A,2,median.TOF,140
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,A,3,median.TOF,131
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,A,4,median.TOF,136
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,A,5,median.TOF,140
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,A,6,median.TOF,134
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,A,7,median.TOF,136
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,A,8,median.TOF,148
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,A,9,median.TOF,137
20180320,chrX_nils,NA,NA,2,zinc,water,N2,B,1,median.TOF,151
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,B,10,median.TOF,152
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,B,11,median.TOF,147
20180320,chrX_nils,NA,NA,2,zinc,water,N2,B,2,median.TOF,135
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,B,3,median.TOF,127.5
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,B,4,median.TOF,141
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,B,5,median.TOF,131
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,B,7,median.TOF,143
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,B,8,median.TOF,146.5
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,B,9,median.TOF,145
20180320,chrX_nils,NA,NA,2,zinc,water,N2,C,1,median.TOF,147
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,C,10,median.TOF,130
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,C,11,median.TOF,142
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,C,12,median.TOF,158
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,C,3,median.TOF,136
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,C,4,median.TOF,126
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,C,5,median.TOF,132
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,C,7,median.TOF,141
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,C,8,median.TOF,144
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,C,9,median.TOF,140
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,D,10,median.TOF,150
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,D,11,median.TOF,135
20180320,chrX_nils,NA,NA,2,zinc,water,N2,D,2,median.TOF,134
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,D,3,median.TOF,129
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,D,4,median.TOF,138.5
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,D,5,median.TOF,139
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,D,6,median.TOF,130.5
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,D,7,median.TOF,132.5
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,D,8,median.TOF,145
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,D,9,median.TOF,151.5
20180320,chrX_nils,NA,NA,2,zinc,water,N2,E,1,median.TOF,136
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,E,11,median.TOF,156
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,E,12,median.TOF,148
20180320,chrX_nils,NA,NA,2,zinc,water,N2,E,2,median.TOF,143
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,E,3,median.TOF,128
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,E,4,median.TOF,113.5
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,E,5,median.TOF,137
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,E,6,median.TOF,133
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,E,7,median.TOF,124
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,E,8,median.TOF,145
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,E,9,median.TOF,144
20180320,chrX_nils,NA,NA,2,zinc,water,N2,F,1,median.TOF,133
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,F,10,median.TOF,151
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,F,11,median.TOF,148
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,F,12,median.TOF,147
20180320,chrX_nils,NA,NA,2,zinc,water,N2,F,2,median.TOF,133
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,F,3,median.TOF,134
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,F,4,median.TOF,130
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,F,5,median.TOF,145
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,F,6,median.TOF,139
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,F,7,median.TOF,140
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,F,8,median.TOF,153
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,F,9,median.TOF,150
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,G,10,median.TOF,154
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,G,11,median.TOF,150
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,G,12,median.TOF,159
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,G,3,median.TOF,137
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,G,4,median.TOF,113
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,G,5,median.TOF,138.5
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,G,6,median.TOF,129.5
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,G,7,median.TOF,139
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,G,8,median.TOF,150
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,G,9,median.TOF,168
20180320,chrX_nils,NA,NA,2,zinc,water,N2,H,1,median.TOF,148
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,H,11,median.TOF,141
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,H,3,median.TOF,123
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,H,5,median.TOF,139
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,H,6,median.TOF,134
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,H,8,median.TOF,150
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,H,9,median.TOF,154
20180320,chrX_nils,NA,NA,3,water,None,ECA929,A,10,median.TOF,234
20180320,chrX_nils,NA,NA,3,water,None,ECA931,A,11,median.TOF,229.5
20180320,chrX_nils,NA,NA,3,water,None,N2,A,2,median.TOF,226
20180320,chrX_nils,NA,NA,3,water,None,CB4856,A,3,median.TOF,248
20180320,chrX_nils,NA,NA,3,water,None,CB4856,A,4,median.TOF,193
20180320,chrX_nils,NA,NA,3,water,None,ECA828,A,5,median.TOF,236
20180320,chrX_nils,NA,NA,3,water,None,ECA828,A,6,median.TOF,242.5
20180320,chrX_nils,NA,NA,3,water,None,ECA929,A,8,median.TOF,216.5
20180320,chrX_nils,NA,NA,3,water,None,ECA929,A,9,median.TOF,235
20180320,chrX_nils,NA,NA,3,water,None,N2,B,1,median.TOF,215
20180320,chrX_nils,NA,NA,3,water,None,ECA929,B,10,median.TOF,229
20180320,chrX_nils,NA,NA,3,water,None,ECA931,B,11,median.TOF,203
20180320,chrX_nils,NA,NA,3,water,None,ECA931,B,12,median.TOF,205
20180320,chrX_nils,NA,NA,3,water,None,N2,B,2,median.TOF,205.5
20180320,chrX_nils,NA,NA,3,water,None,CB4856,B,3,median.TOF,216
20180320,chrX_nils,NA,NA,3,water,None,CB4856,B,4,median.TOF,239
20180320,chrX_nils,NA,NA,3,water,None,ECA828,B,5,median.TOF,260
20180320,chrX_nils,NA,NA,3,water,None,ECA828,B,6,median.TOF,256
20180320,chrX_nils,NA,NA,3,water,None,ECA828,B,7,median.TOF,244
20180320,chrX_nils,NA,NA,3,water,None,ECA929,B,8,median.TOF,232
20180320,chrX_nils,NA,NA,3,water,None,ECA929,B,9,median.TOF,218
20180320,chrX_nils,NA,NA,3,water,None,N2,C,1,median.TOF,239
20180320,chrX_nils,NA,NA,3,water,None,ECA929,C,10,median.TOF,242.5
20180320,chrX_nils,NA,NA,3,water,None,ECA931,C,11,median.TOF,223
20180320,chrX_nils,NA,NA,3,water,None,ECA931,C,12,median.TOF,229.5
20180320,chrX_nils,NA,NA,3,water,None,N2,C,2,median.TOF,225
20180320,chrX_nils,NA,NA,3,water,None,CB4856,C,4,median.TOF,212.5
20180320,chrX_nils,NA,NA,3,water,None,ECA828,C,5,median.TOF,251
20180320,chrX_nils,NA,NA,3,water,None,ECA828,C,6,median.TOF,229.5
20180320,chrX_nils,NA,NA,3,water,None,ECA828,C,7,median.TOF,245.5
20180320,chrX_nils,NA,NA,3,water,None,ECA929,C,8,median.TOF,238
20180320,chrX_nils,NA,NA,3,water,None,ECA929,C,9,median.TOF,233
20180320,chrX_nils,NA,NA,3,water,None,N2,D,1,median.TOF,231
20180320,chrX_nils,NA,NA,3,water,None,ECA929,D,10,median.TOF,226
20180320,chrX_nils,NA,NA,3,water,None,ECA931,D,11,median.TOF,222
20180320,chrX_nils,NA,NA,3,water,None,ECA931,D,12,median.TOF,230
20180320,chrX_nils,NA,NA,3,water,None,N2,D,2,median.TOF,212
20180320,chrX_nils,NA,NA,3,water,None,CB4856,D,3,median.TOF,233
20180320,chrX_nils,NA,NA,3,water,None,CB4856,D,4,median.TOF,249
20180320,chrX_nils,NA,NA,3,water,None,ECA828,D,5,median.TOF,237.5
20180320,chrX_nils,NA,NA,3,water,None,ECA828,D,6,median.TOF,260
20180320,chrX_nils,NA,NA,3,water,None,ECA828,D,7,median.TOF,249
20180320,chrX_nils,NA,NA,3,water,None,ECA929,D,8,median.TOF,227
20180320,chrX_nils,NA,NA,3,water,None,ECA929,D,9,median.TOF,238
20180320,chrX_nils,NA,NA,3,water,None,ECA929,E,10,median.TOF,223.5
20180320,chrX_nils,NA,NA,3,water,None,ECA931,E,11,median.TOF,236
20180320,chrX_nils,NA,NA,3,water,None,ECA931,E,12,median.TOF,227
20180320,chrX_nils,NA,NA,3,water,None,N2,E,2,median.TOF,227
20180320,chrX_nils,NA,NA,3,water,None,CB4856,E,4,median.TOF,230
20180320,chrX_nils,NA,NA,3,water,None,ECA828,E,5,median.TOF,249.5
20180320,chrX_nils,NA,NA,3,water,None,ECA828,E,6,median.TOF,238
20180320,chrX_nils,NA,NA,3,water,None,ECA828,E,7,median.TOF,225.5
20180320,chrX_nils,NA,NA,3,water,None,ECA929,E,8,median.TOF,245
20180320,chrX_nils,NA,NA,3,water,None,ECA929,E,9,median.TOF,226
20180320,chrX_nils,NA,NA,3,water,None,N2,F,1,median.TOF,215
20180320,chrX_nils,NA,NA,3,water,None,ECA929,F,10,median.TOF,232.5
20180320,chrX_nils,NA,NA,3,water,None,ECA931,F,11,median.TOF,232
20180320,chrX_nils,NA,NA,3,water,None,ECA931,F,12,median.TOF,202
20180320,chrX_nils,NA,NA,3,water,None,N2,F,2,median.TOF,196
20180320,chrX_nils,NA,NA,3,water,None,CB4856,F,3,median.TOF,227
20180320,chrX_nils,NA,NA,3,water,None,CB4856,F,4,median.TOF,240
20180320,chrX_nils,NA,NA,3,water,None,ECA828,F,5,median.TOF,224
20180320,chrX_nils,NA,NA,3,water,None,ECA828,F,6,median.TOF,219
20180320,chrX_nils,NA,NA,3,water,None,ECA828,F,7,median.TOF,253
20180320,chrX_nils,NA,NA,3,water,None,ECA929,F,8,median.TOF,205
20180320,chrX_nils,NA,NA,3,water,None,ECA929,F,9,median.TOF,220
20180320,chrX_nils,NA,NA,3,water,None,N2,G,1,median.TOF,231
20180320,chrX_nils,NA,NA,3,water,None,ECA929,G,10,median.TOF,240
20180320,chrX_nils,NA,NA,3,water,None,ECA931,G,11,median.TOF,231
20180320,chrX_nils,NA,NA,3,water,None,ECA931,G,12,median.TOF,227
20180320,chrX_nils,NA,NA,3,water,None,N2,G,2,median.TOF,204
20180320,chrX_nils,NA,NA,3,water,None,CB4856,G,3,median.TOF,237
20180320,chrX_nils,NA,NA,3,water,None,CB4856,G,4,median.TOF,232.5
20180320,chrX_nils,NA,NA,3,water,None,ECA828,G,5,median.TOF,257
20180320,chrX_nils,NA,NA,3,water,None,ECA828,G,7,median.TOF,249
20180320,chrX_nils,NA,NA,3,water,None,ECA929,G,8,median.TOF,203
20180320,chrX_nils,NA,NA,3,water,None,ECA929,G,9,median.TOF,215
20180320,chrX_nils,NA,NA,3,water,None,ECA931,H,11,median.TOF,206
20180320,chrX_nils,NA,NA,3,water,None,CB4856,H,3,median.TOF,215
20180320,chrX_nils,NA,NA,3,water,None,ECA828,H,5,median.TOF,242
20180320,chrX_nils,NA,NA,3,water,None,ECA828,H,6,median.TOF,259
20180320,chrX_nils,NA,NA,3,water,None,ECA929,H,8,median.TOF,222
20180320,chrX_nils,NA,NA,3,water,None,ECA929,H,9,median.TOF,211
20180320,chrX_nils,NA,NA,4,zinc,water,N2,A,1,median.TOF,139
20180320,chrX_nils,NA,NA,4,zinc,water,ECA929,A,10,median.TOF,134
20180320,chrX_nils,NA,NA,4,zinc,water,ECA931,A,11,median.TOF,141
20180320,chrX_nils,NA,NA,4,zinc,water,ECA931,A,12,median.TOF,142
20180320,chrX_nils,NA,NA,4,zinc,water,N2,A,2,median.TOF,149
20180320,chrX_nils,NA,NA,4,zinc,water,CB4856,A,3,median.TOF,121.5
20180320,chrX_nils,NA,NA,4,zinc,water,CB4856,A,4,median.TOF,120
20180320,chrX_nils,NA,NA,4,zinc,water,ECA828,A,5,median.TOF,140
20180320,chrX_nils,NA,NA,4,zinc,water,ECA828,A,6,median.TOF,136
20180320,chrX_nils,NA,NA,4,zinc,water,ECA828,A,7,median.TOF,130
20180320,chrX_nils,NA,NA,4,zinc,water,ECA929,A,8,median.TOF,142.5
20180320,chrX_nils,NA,NA,4,zinc,water,N2,B,1,median.TOF,132.5
20180320,chrX_nils,NA,NA,4,zinc,water,ECA929,B,10,median.TOF,144
20180320,chrX_nils,NA,NA,4,zinc,water,ECA931,B,11,median.TOF,142.5
20180320,chrX_nils,NA,NA,4,zinc,water,N2,B,2,median.TOF,133
20180320,chrX_nils,NA,NA,4,zinc,water,CB4856,B,3,median.TOF,130
20180320,chrX_nils,NA,NA,4,zinc,water,CB4856,B,4,median.TOF,131
20180320,chrX_nils,NA,NA,4,zinc,water,ECA828,B,5,median.TOF,138.5
20180320,chrX_nils,NA,NA,4,zinc,water,ECA828,B,6,median.TOF,139.5
20180320,chrX_nils,NA,NA,4,zinc,water,ECA828,B,7,median.TOF,143
20180320,chrX_nils,NA,NA,4,zinc,water,ECA929,B,8,median.TOF,149
20180320,chrX_nils,NA,NA,4,zinc,water,ECA929,B,9,median.TOF,152
20180320,chrX_nils,NA,NA,4,zinc,water,N2,C,1,median.TOF,136
20180320,chrX_nils,NA,NA,4,zinc,water,ECA929,C,10,median.TOF,143
20180320,chrX_nils,NA,NA,4,zinc,water,ECA931,C,11,median.TOF,134
20180320,chrX_nils,NA,NA,4,zinc,water,ECA931,C,12,median.TOF,142
20180320,chrX_nils,NA,NA,4,zinc,water,N2,C,2,median.TOF,140.5
20180320,chrX_nils,NA,NA,4,zinc,water,CB4856,C,3,median.TOF,126
20180320,chrX_nils,NA,NA,4,zinc,water,CB4856,C,4,median.TOF,133
20180320,chrX_nils,NA,NA,4,zinc,water,ECA828,C,5,median.TOF,136
20180320,chrX_nils,NA,NA,4,zinc,water,ECA828,C,6,median.TOF,136
20180320,chrX_nils,NA,NA,4,zinc,water,ECA828,C,7,median.TOF,134
20180320,chrX_nils,NA,NA,4,zinc,water,ECA929,C,8,median.TOF,130
20180320,chrX_nils,NA,NA,4,zinc,water,ECA929,C,9,median.TOF,138
20180320,chrX_nils,NA,NA,4,zinc,water,N2,D,1,median.TOF,134.5
20180320,chrX_nils,NA,NA,4,zinc,water,ECA929,D,10,median.TOF,154
20180320,chrX_nils,NA,NA,4,zinc,water,ECA931,D,11,median.TOF,137
20180320,chrX_nils,NA,NA,4,zinc,water,ECA931,D,12,median.TOF,141
20180320,chrX_nils,NA,NA,4,zinc,water,N2,D,2,median.TOF,130.5
20180320,chrX_nils,NA,NA,4,zinc,water,CB4856,D,3,median.TOF,133
20180320,chrX_nils,NA,NA,4,zinc,water,ECA828,D,5,median.TOF,132.5
20180320,chrX_nils,NA,NA,4,zinc,water,ECA828,D,6,median.TOF,141
20180320,chrX_nils,NA,NA,4,zinc,water,ECA828,D,7,median.TOF,129
20180320,chrX_nils,NA,NA,4,zinc,water,ECA929,D,8,median.TOF,131
20180320,chrX_nils,NA,NA,4,zinc,water,ECA929,D,9,median.TOF,138
20180320,chrX_nils,NA,NA,4,zinc,water,N2,E,1,median.TOF,145
20180320,chrX_nils,NA,NA,4,zinc,water,ECA929,E,10,median.TOF,141.5
20180320,chrX_nils,NA,NA,4,zinc,water,ECA931,E,11,median.TOF,151
20180320,chrX_nils,NA,NA,4,zinc,water,ECA931,E,12,median.TOF,145
20180320,chrX_nils,NA,NA,4,zinc,water,N2,E,2,median.TOF,135
20180320,chrX_nils,NA,NA,4,zinc,water,CB4856,E,3,median.TOF,113.5
20180320,chrX_nils,NA,NA,4,zinc,water,CB4856,E,4,median.TOF,126.5
20180320,chrX_nils,NA,NA,4,zinc,water,ECA828,E,5,median.TOF,139
20180320,chrX_nils,NA,NA,4,zinc,water,ECA828,E,6,median.TOF,129
20180320,chrX_nils,NA,NA,4,zinc,water,ECA828,E,7,median.TOF,124.5
20180320,chrX_nils,NA,NA,4,zinc,water,ECA929,E,8,median.TOF,147
20180320,chrX_nils,NA,NA,4,zinc,water,ECA929,E,9,median.TOF,133.5
20180320,chrX_nils,NA,NA,4,zinc,water,N2,F,1,median.TOF,136.5
20180320,chrX_nils,NA,NA,4,zinc,water,ECA929,F,10,median.TOF,126
20180320,chrX_nils,NA,NA,4,zinc,water,ECA931,F,11,median.TOF,151.5
20180320,chrX_nils,NA,NA,4,zinc,water,ECA931,F,12,median.TOF,149
20180320,chrX_nils,NA,NA,4,zinc,water,N2,F,2,median.TOF,140
20180320,chrX_nils,NA,NA,4,zinc,water,CB4856,F,3,median.TOF,119
20180320,chrX_nils,NA,NA,4,zinc,water,CB4856,F,4,median.TOF,137
20180320,chrX_nils,NA,NA,4,zinc,water,ECA828,F,5,median.TOF,140.5
20180320,chrX_nils,NA,NA,4,zinc,water,ECA828,F,6,median.TOF,129
20180320,chrX_nils,NA,NA,4,zinc,water,ECA828,F,7,median.TOF,126.5
20180320,chrX_nils,NA,NA,4,zinc,water,ECA929,F,8,median.TOF,148.5
20180320,chrX_nils,NA,NA,4,zinc,water,N2,G,1,median.TOF,136
20180320,chrX_nils,NA,NA,4,zinc,water,ECA929,G,10,median.TOF,161
20180320,chrX_nils,NA,NA,4,zinc,water,ECA931,G,11,median.TOF,149
20180320,chrX_nils,NA,NA,4,zinc,water,ECA931,G,12,median.TOF,146
20180320,chrX_nils,NA,NA,4,zinc,water,N2,G,2,median.TOF,130
20180320,chrX_nils,NA,NA,4,zinc,water,CB4856,G,3,median.TOF,112
20180320,chrX_nils,NA,NA,4,zinc,water,CB4856,G,4,median.TOF,113
20180320,chrX_nils,NA,NA,4,zinc,water,ECA828,G,5,median.TOF,138
20180320,chrX_nils,NA,NA,4,zinc,water,ECA828,G,6,median.TOF,128
20180320,chrX_nils,NA,NA,4,zinc,water,ECA828,G,7,median.TOF,131
20180320,chrX_nils,NA,NA,4,zinc,water,ECA929,G,8,median.TOF,136
20180320,chrX_nils,NA,NA,4,zinc,water,ECA929,G,9,median.TOF,155.5
20180320,chrX_nils,NA,NA,4,zinc,water,N2,H,1,median.TOF,135
20180320,chrX_nils,NA,NA,4,zinc,water,ECA931,H,11,median.TOF,139.5
20180320,chrX_nils,NA,NA,4,zinc,water,CB4856,H,3,median.TOF,125
20180320,chrX_nils,NA,NA,4,zinc,water,ECA828,H,6,median.TOF,136.5
20180320,chrX_nils,NA,NA,4,zinc,water,ECA929,H,8,median.TOF,130.5
20180320,chrX_nils,NA,NA,4,zinc,water,ECA929,H,9,median.TOF,163.5
20180320,chrX_nils,NA,NA,5,water,None,N2,A,1,median.TOF,212
20180320,chrX_nils,NA,NA,5,water,None,ECA929,A,10,median.TOF,242
20180320,chrX_nils,NA,NA,5,water,None,ECA931,A,11,median.TOF,222
